model,conversation_number,turn_number,question,expected_resolved,actual_resolved,expected_answer,actual_answer,res_Semantic Similarity,res_Token-F1,res_Entity-F1,res_Token Overlap,ans_Entity-F1,ans_Token-F1,ans_Cosine Similarity,ans_Semantic Similarity,ans_Answer Relevance,ans_Hallucination,ans_Faithfulness,ans_Completeness,ans_Key Info,ans_Exact Match,Latency (s)
reranking_minilm_phi2,1,1,What master programs are available for computer science background?,What master programs are available for computer science background?,What master programs are available for computer science background?,"1. Applied Research in Computer Science M.Sc.
2. Artificial Intelligence and Robotics M.Sc.
3. Computer Science M.Sc.","<S>Hof University offers various undergraduate and graduate degree programs including Bachelor's degrees in Computer Science, International Business Administration, and Engineering Management.</S><S> </S></S></S>",1.0,1.0,1.0,1.0,0.16666666666666663,0.17647058823529413,0.189083993434906,0.1890840083360672,0.3763980269432068,0.8636363636363636,0.1574517851526087,0.0,0.125,0.0,4.390842914581299
reranking_minilm_phi2,1,2,what are the addmission requirements for the 1st program,What are the admission requirements for the Applied Research in Computer Science M.Sc.?,what are the addmission requirements for the 1st program,"Academic requirements: Bachelor’s degree or similar in computer science, media informatics, mobile computing or business information systems or a comparable study program from an accredited university, at least 210 ECTS (European Credit Transfer System) or equivalent (depending on home country); minimum grade 2,5 according to the German grading system (75%). Accredited universities are those that are listed in Anabin with status H+. Graduates from mechanical engineering, civil engineering, electronics & communications engineering or math / physics are not eligible. Above-average grades in object-oriented programming, software engineering, computer networks, and databases. Applicants with less than 210 credits (ECTS (European Credit Transfer System)) can be accepted but must gain the missing credits through an internship (at least 23 weeks) or attending appropriate modules at Hof University. For both alternatives, please calculate an additional (fourth) semester. See also the information about the application process for further requirements.

Language requirements:
- Prove your proficiency in English: TOEFL minimum 90 or IELTS 6.5 or above.
- Proof of basic language skills in German, demonstrated by official test score documents – minimum level A1.","(1) Examinations shall be taken in the semester for which they are scheduled in the module handbook. (2) In Bachelor's degree program s, all examinations to be taken in the first year of study must be taken by the end of the third semester at the latest. (3) All examinations required to pass the final examination must be taken for the first time by the end of the second semester following the end of the standard period of study. (4) 1The extension of the deadlines according to subsection 2 and subsection 3 is specified in § 43. 2On application, these periods may be extended by the number of semesters required for the repetition of examinations; in this respect, § 43 (2) and (3) appl ies accordingly . (5) Examinations which have not been taken within the periods specified in subsections 2 and 3 and, if applicable, extended in accordance with subsection 4, are deemed to have been taken and not passed (Art. 84, Para. 4, Sentence 4 BayHIG). 3",0.4242643713951111,0.5,0.15384615384615383,0.3333333333333333,0.11920529801324506,0.1459227467811159,0.3852890133857727,0.3852890133857727,0.3510432243347168,0.8333333333333334,0.2541156053543091,0.0,0.2125,0.0,5.7594146728515625
reranking_minilm_phi2,1,3,What's the application deadline for it?,What is the application deadline for the Applied Research in Computer Science M.Sc.?,What's the application deadline for it?,"The application deadlines for the Applied Research in Computer Science M. Sc. are as follows:
- Winter-semester: April 15 - May 31
- Summer-semester: November 5 - November 30",EU: November 5 - January 15 Non-EU: November 5 - November 30,0.7395376563072205,0.4444444444444444,0.4615384615384615,0.2857142857142857,0.2962962962962963,0.3125,0.3320218622684479,0.33202189207077026,0.24115073680877686,0.3333333333333333,0.5328087568283082,0.0,0.42045454545454547,0.0,5.707179069519043
reranking_minilm_phi2,1,4,is there any tuition fee for this program?,What is the tuition fee for the Applied Research in Computer Science M.Sc.?,is there any tuition fee for this program?,There are no tuition fees for the Applied Research in Computer Science M. Sc.,<|endofgeneration|>,0.641764223575592,0.4,0.1818181818181818,0.25,0.0,0.0,0.00752489548176527,0.007524896413087845,0.002393566071987152,1.0,0.0030099585652351383,0.0,0.0,0.0,6.028864860534668
reranking_minilm_phi2,1,5,Do I need health insurance to admit this program?,Is health insurance mandatory?,Question: What are the admission requirements for [program from original question]?,"Yes, health insurance is mandatory. For enrollment at Hof University, you are legally required to have a valid health insurance.",<S>Program name is not specified here.</S><S>Admission Requirements: Please contact us if you want more detailed information about the specific program you're interested in. </S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S></S,0.10982544720172882,0.0,0.0,0.0,0.0,0.0930232558139535,0.16158261895179749,0.1615826040506363,0.055459022521972656,1.0,0.06463304162025452,0.0,0.0,0.0,9.968853950500488
reranking_minilm_phi2,1,6,what are the addmission requirements for the 2nd program,What are the admission requirements for the Artificial Intelligence and Robotics M.Sc.?,what are the addmission requirements for the 2nd program,"Academic requirements include a bachelor's degree in computer science or another engineering or natural science field providing adequate IT basics. The degree should have 210 credits and a minimum final grade of 2.5; otherwise, an additional module is offered. International applicants must submit their documents to Uni-Assist e. V. in advance and send them to uni-assist e. V. at least four weeks before the application deadline. Additionally, proof of English language proficiency through tests like TOEFL (minimum score 90) or IELTS (score of 6.5 or higher). Knowledge of German at least at level A1, demonstrated by official test scores, is also required.","(1) 1Whoever has completed all the modules required for their degree program has passed the final examination in their degree program . 2This shall apply accordingly to other studies which are completed by university examinations. (2) 1A module is deemed to have been completed if all examinations to be taken have been passed. 2If a study and examination regulation provides that a module is to be completed by a certificate of participation , this is deemed equivalent to a passed examination and the regulations apply accordingly . 3A module is also deemed to have been completed if competences have been recognised or credited in accordance with Art. 86 BayHIG. (3) 1With the completion of a module, the number of credit points specified in the study and examination regulations have been acquired. 2One credit point corresponds to classroom studies and self -studies with a total workload of 30 hours. 1 In the amendment to the statutes dated January 24, 2025 (Official Gazette of Hof University of Applied Sciences No. 1/2025). 2 (4) 1Modules can be compulsory modules, compulsory elective modules or elective modules. 2Compulsory modules are modules which are always required in a degree program , in a field of study, in a specialisation or for a comparable profiling for passing the final examination. 3Compulsory elective modules are modules that are required for passing the final examination if students have made a corresponding choice. 4Elective modules are modules which are neither compulsory nor compulsory elective modules for the students concerned.",0.3969794511795044,0.5263157894736842,0.18181818181818182,0.35714285714285715,0.0909090909090909,0.15458937198067632,0.4345898926258087,0.4345898926258087,0.3574230968952179,0.922077922077922,0.15441244266249918,0.0,0.16666666666666666,0.0,5.794527530670166
reranking_minilm_phi2,1,7,What's the application deadline for it?,What is the application deadline for the Artificial Intelligence and Robotics M.Sc.?,What's the application deadline for it?,The application period for the Artificial Intelligence and Robotics M. Sc. is from November 5 to November 30.,EU: November 5 - January 15 Non-EU: November 5 - November 30,0.6863859295845032,0.4705882352941177,0.5454545454545454,0.3076923076923077,0.3529411764705882,0.16666666666666666,0.44935598969459534,0.4493560194969177,0.2791062593460083,0.5,0.4797424077987671,0.0,0.5833333333333334,0.0,5.718310594558716
reranking_minilm_phi2,1,8,tuition fee for this program?,What is the tuition fee for the Artificial Intelligence and Robotics M.Sc.?,tuition fee for this program?,Artificial Intelligence and Robotics M. Sc. has no tuition fees.,"You can find this information on the website ofyour study program. Most regular Bachelor’s and Master’s programs do not have a tuition fee. For all of our Graduate School programs, there is a tuition fee - see thefee structure. For all programs, there is a mandatory administrative student service fee of around 145 EUR per semester. The amount is due each semester until a certain deadline before the start of the following semester. The exact fee that you have to pay for the first semester will be mentioned in your admission letter. This fee includes for instance your semester ticket, which you can use to travel by bus for free in Hof and between Hof and our other campus locations in Münchberg and Selb (only specific routes/trains). More information on this fee",0.6344207525253296,0.37499999999999994,0.22222222222222224,0.23076923076923078,0.03508771929824561,0.04081632653061225,0.46173781156539917,0.46173781156539917,0.5670126676559448,0.9803921568627451,0.09822991525425631,0.3333333333333333,0.0,0.0,5.804571866989136
reranking_minilm_phi2,1,9,What is the teaching language for this program?,What is the teaching language for the Artificial Intelligence and Robotics M.Sc.?,What is the teaching language for this program?,The teaching language for the Artificial Intelligence and Robotics M. Sc. is English.,German,0.6210334300994873,0.631578947368421,0.5,0.46153846153846156,0.0,0.0,0.225356325507164,0.2253563106060028,0.20271000266075134,1.0,0.09014252424240113,0.0,0.0,0.0,5.970481872558594
reranking_minilm_phi2,1,10,What is the teaching language for Applied Research in Computer Science M.Sc?,What is the teaching language for the Applied Research in Computer Science M.Sc.?,What is the teaching language for Applied Research in Computer Science M.Sc?,The teaching language for the Applied Research in Computer Science M. Sc. is English.,English,0.9953539967536926,0.9166666666666666,1.0,0.8461538461538461,0.16666666666666669,0.0,0.4063146710395813,0.4063146710395813,0.32766759395599365,0.0,0.7625258684158325,0.3333333333333333,0.14285714285714285,0.0,5.958714246749878
