conversation_number,turns,res_semantic_sim,res_token_f1,res_entity_f1,ans_entity_f1,ans_token_f1,ans_semantic_sim,ans_faithfulness,ans_hallucination,ans_completeness,avg_latency
1,12,0.7165450006723404,0.6101905325783035,0.5242618492618493,0.15899960492487772,0.1323088776175477,0.4144407684604327,0.32900371251489463,0.6684421243244772,0.08333333333333333,4.44234714905421
2,9,0.594611386458079,0.5785383939150709,0.5196322196322196,0.144890150668516,0.14272985429741988,0.38054612775643665,0.24788887134610407,0.7857475450241141,0.1037037037037037,5.411552270253499
3,10,0.6640558779239655,0.6322854269913093,0.6152547452547452,0.11884607770941713,0.0663208804624047,0.33366023311391474,0.34750475840487227,0.583546462063086,0.03333333333333333,5.7238672256469725
4,9,0.7905224583422145,0.6460939931528167,0.7165544332210998,0.28071267938023436,0.2649836361294687,0.5795107078221109,0.42470482424654143,0.6161616161616161,0.19612794612794612,5.2455934683481855
5,5,0.990165114402771,0.9333333333333332,0.8800000000000001,0.2634485652249065,0.2974627239128919,0.6186836421489715,0.33491124395030714,0.7609786445555293,0.375,5.924316549301148
6,1,0.719626784324646,0.6956521739130435,0.7407407407407408,0.36942675159235666,0.36036036036036034,0.7003804445266724,0.506126203784695,0.6233766233766234,0.15789473684210525,9.068979501724243
7,4,0.8821448683738708,0.7583333333333333,0.5807692307692307,0.47039473684210525,0.41911764705882354,0.5777503028512001,0.83110012114048,0.0,0.25,3.1440736651420593
8,7,0.7246264772755759,0.6060985797827902,0.5705627705627706,0.18993003611584475,0.189281871979855,0.46661185792514254,0.340155515760447,0.6948985465609506,0.09379509379509379,2.8203558240618025
9,7,0.7842883893421718,0.6858322276278932,0.6536796536796537,0.30795405737632836,0.2926838424154458,0.6462108705724988,0.47549975938986605,0.5755106920817107,0.2619047619047619,5.037461996078491
10,6,0.9327853918075562,0.7063492063492064,0.8373015873015873,0.5612956989247312,0.4534229973247847,0.7283712650338808,0.6274862935174679,0.4218532925812726,0.8282828282828283,3.2566051483154297
11,5,0.7621365785598755,0.7224242424242424,0.7365079365079366,0.34668480725623585,0.3276223776223776,0.6005009397864342,0.5637564764245526,0.37747252747252746,0.5666666666666667,3.6608088970184327
12,10,0.9095489382743835,0.8188842203548086,0.8335353535353536,0.3285744580817559,0.2658137827660964,0.7020360380411148,0.6020612600686571,0.4126053946053946,0.37,3.9598457336425783
13,1,0.6827290058135986,0.47619047619047616,0.761904761904762,0.3714285714285714,0.32608695652173914,0.6363193988800049,0.854527759552002,0.0,0.5,9.051602363586426
14,7,0.7894148060253688,0.6416666666666667,0.6374458874458874,0.3075209037537805,0.27799197976229884,0.5408619897706168,0.5910386734592671,0.37551020408163266,0.24326069410815174,2.743812220437186
15,2,1.0,1.0,1.0,0.12903225806451615,0.05714285714285715,0.3475966900587082,0.20962691131760094,0.8823529411764706,0.16666666666666666,4.393217325210571
