conversation_number,turns,res_semantic_sim,res_token_f1,res_entity_f1,ans_entity_f1,ans_token_f1,ans_semantic_sim,ans_faithfulness,ans_hallucination,ans_completeness,avg_latency
1,12,0.8314912766218185,0.6625852826510721,0.6324143692564745,0.4088122221546599,0.39042396275562136,0.694545383254687,0.47048699587083576,0.6107946587814259,0.4679292929292929,4.238232413927714
2,9,0.6390523281362321,0.618176775809626,0.5557007988380538,0.3657593509934386,0.3591580361945608,0.5819296207692888,0.4426653245093479,0.6077865018061097,0.3246913580246914,4.509400049845378
3,10,0.8699223577976227,0.8092236867991343,0.8011764705882353,0.4432170141117154,0.4458249210323424,0.6888660818338395,0.4138904967035746,0.6321058503921407,0.5527777777777778,4.736200332641602
4,9,0.8727381494310167,0.7099116569704805,0.7859988776655443,0.45538322174618795,0.42379583252957814,0.7901058925522698,0.499981477161835,0.5931172839229721,0.5909090909090909,6.854750924640232
5,5,0.8603668808937073,0.6026373626373627,0.6833333333333333,0.32609874116001186,0.337545216292718,0.7499529242515564,0.48938743863078515,0.6270737293906441,0.4766666666666667,3.961305522918701
6,1,0.4885644316673279,0.5128205128205129,0.5714285714285715,0.5269461077844312,0.5378151260504201,0.9030495285987854,0.6646680873015831,0.4942528735632184,0.5263157894736842,14.671497583389282
7,4,0.904305949807167,0.8833333333333333,0.7875,0.5459599224305107,0.542099658357185,0.7254087030887604,0.5390143399639842,0.5151621787025704,0.3333333333333333,3.086942970752716
8,7,0.9643269947596959,0.8184353741496598,0.8995727956254272,0.5105829426643403,0.515139764329729,0.7497828687940326,0.5852224330290946,0.49136857268405176,0.5764790764790765,4.476426567350115
9,7,0.7056918229375567,0.541594822520923,0.5159245516388373,0.22182202160842743,0.273630233410184,0.6275812132017953,0.32688600590691047,0.7750132290550605,0.19727891156462585,6.853038242885044
10,6,0.8626720110575358,0.5304232804232805,0.7150793650793651,0.43261646229768314,0.3461963397017456,0.6902903988957405,0.39665467808711674,0.6224976337879563,0.4777777777777778,4.2730501890182495
11,5,0.7081180214881897,0.6455011655011654,0.6507936507936508,0.18972333402713148,0.1331790180886246,0.507501095533371,0.19986707740613838,0.8535223777911269,0.3,4.203853178024292
12,10,0.8887744545936584,0.7598811461343431,0.7960955874191169,0.4745540809700093,0.4291831896876728,0.8270263016223908,0.5446907448215829,0.5598840267279083,0.6433333333333333,4.374344372749329
13,1,0.6077742576599121,0.5517241379310346,0.6666666666666665,0.7272727272727273,0.5274725274725275,0.9383867383003235,0.7878546953201294,0.3125,0.8571428571428571,12.692572593688965
14,7,0.8179038848195758,0.7702932656316115,0.7096459096459097,0.4232966981067507,0.41605230369243884,0.5581359480108533,0.4123878308413929,0.6026212082708388,0.22566585956416466,4.016971554074969
15,2,1.0,1.0,1.0,0.6717647058823529,0.6106106106106106,0.7819900512695312,0.6486383118629455,0.37916666666666665,0.6666666666666666,1.8855968713760376
