conversation_number,turns,res_semantic_sim,res_token_f1,res_entity_f1,ans_entity_f1,ans_token_f1,ans_semantic_sim,ans_faithfulness,ans_hallucination,ans_completeness,avg_latency
1,12,0.7165450006723404,0.6101905325783035,0.5242618492618493,0.23534196951592198,0.18834040405279773,0.5318418194850286,0.41758799198609403,0.6082602427140242,0.19090909090909092,4.07678880294164
2,9,0.6108545040090879,0.5550816037916141,0.5216524216524216,0.18529080523272837,0.16585080454767176,0.4347872734069824,0.3631833897561366,0.6499913134163608,0.10246913580246914,6.825431717766656
3,10,0.7302155584096909,0.7286224233283056,0.7248701298701299,0.18200035177647117,0.1373546442012403,0.4449101940728724,0.4203107902695433,0.5068160023656373,0.15,5.25932548046112
4,9,0.8582845826943716,0.6954767092021994,0.7468574635241302,0.3803094153445839,0.37319874648160545,0.7148478097385831,0.424128943301878,0.6482984094095205,0.32491582491582494,7.399000406265259
5,5,0.990165114402771,0.9333333333333332,0.8800000000000001,0.293996530125209,0.32661207395145697,0.6156134963035583,0.2937446601719757,0.7612883262764123,0.45499999999999996,7.196044969558716
6,1,0.719626784324646,0.6956521739130435,0.7407407407407408,0.36942675159235666,0.36036036036036034,0.7003804445266724,0.506126203784695,0.6233766233766234,0.15789473684210525,9.105170965194702
7,4,0.8821448683738708,0.7583333333333333,0.5807692307692307,0.47039473684210525,0.41911764705882354,0.5803119987249374,0.832124799489975,0.0,0.25,3.156672179698944
8,7,0.7246264772755759,0.6060985797827902,0.5705627705627706,0.23292799557089633,0.22891735974532393,0.5561634046690804,0.3898173920088234,0.6718297839762819,0.10966810966810968,3.2372264521462575
9,7,0.7842883893421718,0.6858322276278932,0.6536796536796537,0.29652548594775696,0.28428048107090803,0.6345235024179731,0.4613010026042462,0.5913837079547266,0.2619047619047619,5.079447439738682
10,6,0.9327853918075562,0.7063492063492064,0.8373015873015873,0.5612956989247312,0.4534229973247847,0.7283712650338808,0.6274862935174679,0.4218532925812726,0.8282828282828283,3.2732880115509033
11,5,0.7621365785598755,0.7224242424242424,0.7365079365079366,0.4231292517006803,0.36752136752136755,0.6728023409843444,0.5249674283195328,0.47695970695970696,0.5,3.2480641841888427
12,10,0.9095489382743835,0.8188842203548086,0.8335353535353536,0.32958455909185685,0.26915906353073205,0.704381474852562,0.572999434793236,0.4626053946053946,0.37,3.477349305152893
13,1,0.6827290058135986,0.47619047619047616,0.761904761904762,0.3714285714285714,0.32608695652173914,0.6363193988800049,0.854527759552002,0.0,0.5,9.076211214065552
14,7,0.7894148060253688,0.6416666666666667,0.6374458874458874,0.3178895673482505,0.285009523621948,0.582355512040002,0.5977459724769113,0.39199372056514914,0.2908797417271994,2.8004421506609236
15,2,1.0,1.0,1.0,0.12903225806451615,0.05714285714285715,0.37372197955846786,0.22007702711750482,0.8823529411764706,0.16666666666666666,4.36288058757782
